Date,Season,Week,home,visitor,FT,hgoal,vgoal,division,tier,totgoal,goaldiff,result,HT,hgoal_half,vgoal_half,half_totgoal,half_goaldiff,result_half,fans,neutral,home_red_card,visitor_red_card
2016-03-13,2015,25,Genclerbirligi,Galatasaray,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
2016-03-13,2015,25,Fenerbahce,Kayserispor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,3
2016-03-14,2015,25,Sivasspor,Kasimpasa,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
2016-03-14,2015,25,Antalyaspor,Bursaspor,3-0,3,0,T1,1,3,3,H,0-0,0,0,0,0,D,1,0,0,1
2016-03-15,2015,19,Trabzonspor,Besiktas,0-2,0,2,T1,1,2,-2,A,0-0,0,0,0,0,D,1,0,0,0
2016-03-18,2015,26,Kayserispor,Eskisehirspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-03-18,2015,26,Akhisarspor,Caykur Rizespor,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-03-19,2015,26,Osmanlispor FK,Genclerbirligi,3-1,3,1,T1,1,4,2,H,1-1,1,1,2,0,D,1,0,0,0
2016-03-19,2015,26,Trabzonspor,Sivasspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2016-03-19,2015,26,Besiktas,Antalyaspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
2016-03-20,2015,26,Konyaspor,Basaksehir FK,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
2016-03-20,2015,26,Mersin Idmanyurdu,Gaziantepspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-03-20,2015,26,Bursaspor,Kasimpasa,4-1,4,1,T1,1,5,3,H,3-0,3,0,3,3,H,1,0,0,0
2016-04-02,2015,27,Eskisehirspor,Galatasaray,4-3,4,3,T1,1,7,1,H,1-1,1,1,2,0,D,1,0,0,0
2016-04-02,2015,27,Gaziantepspor,Trabzonspor,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2016-04-02,2015,27,Genclerbirligi,Konyaspor,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2016-04-03,2015,27,Sivasspor,Bursaspor,1-2,1,2,T1,1,3,-1,A,1-1,1,1,2,0,D,1,0,0,0
2016-04-03,2015,27,Basaksehir FK,Mersin Idmanyurdu,3-0,3,0,T1,1,3,3,H,2-0,2,0,2,2,H,1,0,0,0
2016-04-03,2015,27,Antalyaspor,Akhisarspor,2-2,2,2,T1,1,4,0,D,0-1,0,1,1,-1,A,1,0,0,0
2016-04-03,2015,27,Fenerbahce,Osmanlispor FK,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-04-04,2015,27,Caykur Rizespor,Kayserispor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-04-04,2015,27,Kasimpasa,Besiktas,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,0,0
2016-04-08,2015,28,Gaziantepspor,Sivasspor,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2016-04-09,2015,28,Osmanlispor FK,Eskisehirspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-04-09,2015,28,Galatasaray,Caykur Rizespor,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-04-09,2015,28,Konyaspor,Fenerbahce,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,0,0
2016-04-10,2015,28,Mersin Idmanyurdu,Genclerbirligi,1-3,1,3,T1,1,4,-2,A,0-2,0,2,2,-2,A,1,0,0,0
2016-04-10,2015,28,Kayserispor,Antalyaspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-04-10,2015,28,Trabzonspor,Basaksehir FK,1-1,1,1,T1,1,2,0,D,1-1,1,1,2,0,D,1,0,1,0
2016-04-11,2015,28,Akhisarspor,Kasimpasa,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,1,0
2016-04-11,2015,28,Besiktas,Bursaspor,3-2,3,2,T1,1,5,1,H,1-1,1,1,2,0,D,1,0,1,1
2016-04-13,2015,26,Galatasaray,Fenerbahce,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-04-16,2015,29,Sivasspor,Besiktas,1-2,1,2,T1,1,3,-1,A,0-0,0,0,0,0,D,1,0,0,0
2016-04-16,2015,29,Antalyaspor,Galatasaray,4-2,4,2,T1,1,6,2,H,1-1,1,1,2,0,D,1,0,0,1
2016-04-16,2015,29,Caykur Rizespor,Osmanlispor FK,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2016-04-16,2015,29,Eskisehirspor,Konyaspor,1-2,1,2,T1,1,3,-1,A,0-1,0,1,1,-1,A,1,0,1,0
2016-04-17,2015,29,Basaksehir FK,Gaziantepspor,4-1,4,1,T1,1,5,3,H,3-1,3,1,4,2,H,1,0,0,1
2016-04-17,2015,29,Kasimpasa,Kayserispor,1-2,1,2,T1,1,3,-1,A,1-1,1,1,2,0,D,1,0,0,0
2016-04-17,2015,29,Bursaspor,Akhisarspor,0-2,0,2,T1,1,2,-2,A,0-0,0,0,0,0,D,1,0,0,0
2016-04-17,2015,29,Fenerbahce,Mersin Idmanyurdu,4-1,4,1,T1,1,5,3,H,2-1,2,1,3,1,H,1,0,0,0
2016-04-18,2015,29,Genclerbirligi,Trabzonspor,3-1,3,1,T1,1,4,2,H,2-0,2,0,2,2,H,1,0,0,0
2016-04-22,2015,30,Kayserispor,Bursaspor,2-1,2,1,T1,1,3,1,H,2-1,2,1,3,1,H,1,0,0,0
2016-04-23,2015,30,Akhisarspor,Besiktas,3-3,3,3,T1,1,6,0,D,1-1,1,1,2,0,D,1,0,1,0
2016-04-23,2015,30,Osmanlispor FK,Antalyaspor,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,0
2016-04-23,2015,30,Basaksehir FK,Sivasspor,2-2,2,2,T1,1,4,0,D,1-2,1,2,3,-1,A,1,0,0,0
2016-04-24,2015,30,Mersin Idmanyurdu,Eskisehirspor,1-2,1,2,T1,1,3,-1,A,1-0,1,0,1,1,H,1,0,0,0
2016-04-24,2015,30,Konyaspor,Caykur Rizespor,3-1,3,1,T1,1,4,2,H,1-1,1,1,2,0,D,1,0,0,0
2016-04-24,2015,30,Galatasaray,Kasimpasa,4-1,4,1,T1,1,5,3,H,1-1,1,1,2,0,D,1,0,0,0
2016-04-24,2015,30,Trabzonspor,Fenerbahce,0-4,0,4,T1,1,4,-4,A,0-2,0,2,2,-2,A,1,0,0,0
2016-04-25,2015,30,Gaziantepspor,Genclerbirligi,1-3,1,3,T1,1,4,-2,A,0-1,0,1,1,-1,A,1,0,0,0
2016-04-29,2015,31,Bursaspor,Galatasaray,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
2016-04-29,2015,31,Caykur Rizespor,Mersin Idmanyurdu,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
2016-04-30,2015,31,Genclerbirligi,Basaksehir FK,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-04-30,2015,31,Eskisehirspor,Trabzonspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,1
2016-04-30,2015,31,Besiktas,Kayserispor,4-0,4,0,T1,1,4,4,H,3-0,3,0,3,3,H,1,0,0,0
2016-05-01,2015,31,Sivasspor,Akhisarspor,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,1,0
2016-05-01,2015,31,Antalyaspor,Konyaspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2016-05-01,2015,31,Fenerbahce,Gaziantepspor,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,0
2016-05-02,2015,31,Kasimpasa,Osmanlispor FK,1-1,1,1,T1,1,2,0,D,1-1,1,1,2,0,D,1,0,1,0
2016-05-07,2015,32,Sivasspor,Genclerbirligi,2-1,2,1,T1,1,3,1,H,0-1,0,1,1,-1,A,1,0,1,0
2016-05-07,2015,32,Gaziantepspor,Eskisehirspor,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
2016-05-07,2015,32,Osmanlispor FK,Bursaspor,3-3,3,3,T1,1,6,0,D,0-2,0,2,2,-2,A,1,0,0,0
2016-05-08,2015,32,Akhisarspor,Kayserispor,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
2016-05-08,2015,32,Trabzonspor,Caykur Rizespor,6-0,6,0,T1,1,6,6,H,4-0,4,0,4,4,H,0,0,0,0
2016-05-08,2015,32,Mersin Idmanyurdu,Antalyaspor,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,1
2016-05-08,2015,32,Galatasaray,Besiktas,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2016-05-09,2015,32,Basaksehir FK,Fenerbahce,2-1,2,1,T1,1,3,1,H,0-0,0,0,0,0,D,1,0,0,0
2016-05-09,2015,32,Konyaspor,Kasimpasa,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
2016-05-13,2015,33,Antalyaspor,Trabzonspor,7-0,7,0,T1,1,7,7,H,3-0,3,0,3,3,H,1,0,0,1
2016-05-14,2015,33,Caykur Rizespor,Gaziantepspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
2016-05-14,2015,33,Eskisehirspor,Basaksehir FK,1-2,1,2,T1,1,3,-1,A,0-0,0,0,0,0,D,1,0,0,0
2016-05-14,2015,33,Bursaspor,Konyaspor,1-1,1,1,T1,1,2,0,D,1-1,1,1,2,0,D,1,0,0,0
2016-05-14,2015,33,Kayserispor,Sivasspor,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
2016-05-15,2015,33,Besiktas,Osmanlispor FK,3-1,3,1,T1,1,4,2,H,2-0,2,0,2,2,H,1,0,0,0
2016-05-15,2015,33,Kasimpasa,Mersin Idmanyurdu,7-0,7,0,T1,1,7,7,H,3-0,3,0,3,3,H,1,0,0,0
2016-05-15,2015,33,Fenerbahce,Genclerbirligi,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,0
2016-05-15,2015,33,Akhisarspor,Galatasaray,1-2,1,2,T1,1,3,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2016-05-18,2015,34,Konyaspor,Besiktas,2-1,2,1,T1,1,3,1,H,2-1,2,1,3,1,H,1,0,0,0
2016-05-18,2015,34,Mersin Idmanyurdu,Bursaspor,2-5,2,5,T1,1,7,-3,A,1-2,1,2,3,-1,A,1,0,0,0
2016-05-18,2015,34,Basaksehir FK,Caykur Rizespor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2016-05-19,2015,34,Galatasaray,Kayserispor,6-0,6,0,T1,1,6,6,H,3-0,3,0,3,3,H,1,0,0,0
2016-05-19,2015,34,Sivasspor,Fenerbahce,2-2,2,2,T1,1,4,0,D,2-1,2,1,3,1,H,1,0,0,0
2016-05-19,2015,34,Trabzonspor,Kasimpasa,0-6,0,6,T1,1,6,-6,A,0-3,0,3,3,-3,A,1,0,0,0
2016-05-19,2015,34,Genclerbirligi,Eskisehirspor,3-1,3,1,T1,1,4,2,H,2-1,2,1,3,1,H,1,0,0,0
2016-05-19,2015,34,Gaziantepspor,Antalyaspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
2016-05-19,2015,34,Osmanlispor FK,Akhisarspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2016-08-19,2016,1,Adanaspor,Bursaspor,1-2,1,2,T1,1,3,-1,A,1-0,1,0,1,1,H,1,0,0,0
2016-08-20,2016,1,Caykur Rizespor,Konyaspor,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-08-20,2016,1,Trabzonspor,Kasimpasa,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,0,0,0,0
2016-08-20,2016,1,Besiktas,Alanyaspor,4-1,4,1,T1,1,5,3,H,2-0,2,0,2,2,H,1,0,0,0
2016-08-21,2016,1,Antalyaspor,Osmanlispor FK,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,1,0
2016-08-21,2016,1,Kayserispor,Akhisarspor,0-2,0,2,T1,1,2,-2,A,0-0,0,0,0,0,D,1,0,0,0
2016-08-21,2016,1,Genclerbirligi,Gaziantepspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
2016-08-21,2016,1,Basaksehir FK,Fenerbahce,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,1,1
2016-08-22,2016,1,Galatasaray,Kardemir Karabukspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,0,0,0,0
2016-08-26,2016,2,Alanyaspor,Antalyaspor,2-1,2,1,T1,1,3,1,H,0-1,0,1,1,-1,A,1,0,0,0
2016-08-26,2016,2,Konyaspor,Besiktas,2-2,2,2,T1,1,4,0,D,1-1,1,1,2,0,D,1,0,0,1
2016-08-27,2016,2,Kasimpasa,Adanaspor,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
2016-08-27,2016,2,Akhisarspor,Galatasaray,1-3,1,3,T1,1,4,-2,A,1-1,1,1,2,0,D,1,0,0,0
2016-08-27,2016,2,Gaziantepspor,Trabzonspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,1,0
2016-08-28,2016,2,Kardemir Karabukspor,Caykur Rizespor,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,0
2016-08-28,2016,2,Bursaspor,Basaksehir FK,0-2,0,2,T1,1,2,-2,A,0-1,0,1,1,-1,A,1,0,0,0
2016-08-28,2016,2,Fenerbahce,Kayserispor,3-3,3,3,T1,1,6,0,D,2-2,2,2,4,0,D,1,0,1,0
2016-08-28,2016,2,Osmanlispor FK,Genclerbirligi,2-2,2,2,T1,1,4,0,D,2-1,2,1,3,1,H,1,0,0,0
2016-09-10,2016,3,Besiktas,Kardemir Karabukspor,3-1,3,1,T1,1,4,2,H,2-0,2,0,2,2,H,1,0,0,1
2016-09-10,2016,3,Genclerbirligi,Alanyaspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-09-10,2016,3,Basaksehir FK,Kasimpasa,3-1,3,1,T1,1,4,2,H,0-1,0,1,1,-1,A,1,0,0,0
2016-09-10,2016,3,Kayserispor,Galatasaray,1-1,1,1,T1,1,2,0,D,1-1,1,1,2,0,D,1,0,0,0
2016-09-10,2016,3,Adanaspor,Gaziantepspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-09-11,2016,3,Antalyaspor,Konyaspor,1-3,1,3,T1,1,4,-2,A,0-0,0,0,0,0,D,1,0,0,0
2016-09-11,2016,3,Caykur Rizespor,Akhisarspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,1
2016-09-11,2016,3,Trabzonspor,Osmanlispor FK,0-2,0,2,T1,1,2,-2,A,0-1,0,1,1,-1,A,0,0,0,0
2016-09-11,2016,3,Fenerbahce,Bursaspor,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2016-09-16,2016,4,Bursaspor,Kayserispor,3-1,3,1,T1,1,4,2,H,1-1,1,1,2,0,D,1,0,1,0
2016-09-16,2016,4,Kardemir Karabukspor,Antalyaspor,3-2,3,2,T1,1,5,1,H,0-0,0,0,0,0,D,0,0,0,0
2016-09-17,2016,4,Alanyaspor,Trabzonspor,3-0,3,0,T1,1,3,3,H,0-0,0,0,0,0,D,1,0,0,0
2016-09-17,2016,4,Galatasaray,Caykur Rizespor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
2016-09-18,2016,4,Osmanlispor FK,Adanaspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2016-09-18,2016,4,Konyaspor,Genclerbirligi,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
2016-09-18,2016,4,Gaziantepspor,Basaksehir FK,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2016-09-18,2016,4,Akhisarspor,Besiktas,0-2,0,2,T1,1,2,-2,A,0-2,0,2,2,-2,A,1,0,0,0
2016-09-19,2016,4,Kasimpasa,Fenerbahce,1-5,1,5,T1,1,6,-4,A,0-3,0,3,3,-3,A,1,0,0,0
2016-09-23,2016,5,Antalyaspor,Akhisarspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-09-24,2016,5,Besiktas,Galatasaray,2-2,2,2,T1,1,4,0,D,0-2,0,2,2,-2,A,1,0,0,0
2016-09-24,2016,5,Trabzonspor,Konyaspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2016-09-24,2016,5,Basaksehir FK,Osmanlispor FK,2-2,2,2,T1,1,4,0,D,0-1,0,1,1,-1,A,1,0,0,0
2016-09-25,2016,5,Kayserispor,Caykur Rizespor,2-1,2,1,T1,1,3,1,H,2-0,2,0,2,2,H,1,0,0,0
2016-09-25,2016,5,Bursaspor,Kasimpasa,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,1,0
2016-09-25,2016,5,Fenerbahce,Gaziantepspor,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,0
2016-09-25,2016,5,Genclerbirligi,Kardemir Karabukspor,2-0,2,0,T1,1,2,2,H,0-0,0,0,0,0,D,1,0,0,1
2016-09-26,2016,5,Adanaspor,Alanyaspor,3-2,3,2,T1,1,5,1,H,2-1,2,1,3,1,H,1,0,0,0
2016-09-30,2016,6,Akhisarspor,Genclerbirligi,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-10-01,2016,6,Caykur Rizespor,Besiktas,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2016-10-01,2016,6,Gaziantepspor,Bursaspor,3-2,3,2,T1,1,5,1,H,1-1,1,1,2,0,D,1,0,0,1
2016-10-01,2016,6,Kasimpasa,Kayserispor,3-1,3,1,T1,1,4,2,H,0-1,0,1,1,-1,A,1,0,0,1
2016-10-01,2016,6,Kardemir Karabukspor,Trabzonspor,4-0,4,0,T1,1,4,4,H,0-0,0,0,0,0,D,0,0,0,0
2016-10-02,2016,6,Alanyaspor,Basaksehir FK,0-5,0,5,T1,1,5,-5,A,0-1,0,1,1,-1,A,1,0,0,0
2016-10-02,2016,6,Galatasaray,Antalyaspor,3-1,3,1,T1,1,4,2,H,0-1,0,1,1,-1,A,1,0,0,0
2016-10-02,2016,6,Konyaspor,Adanaspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2016-10-02,2016,6,Osmanlispor FK,Fenerbahce,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
2016-10-15,2016,7,Adanaspor,Kardemir Karabukspor,1-2,1,2,T1,1,3,-1,A,0-2,0,2,2,-2,A,1,0,1,0
2016-10-15,2016,7,Genclerbirligi,Galatasaray,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2016-10-15,2016,7,Kasimpasa,Gaziantepspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,2
2016-10-15,2016,7,Kayserispor,Besiktas,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,1,0
2016-10-16,2016,7,Basaksehir FK,Konyaspor,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-10-16,2016,7,Bursaspor,Osmanlispor FK,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-10-16,2016,7,Fenerbahce,Alanyaspor,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,1
2016-10-16,2016,7,Trabzonspor,Akhisarspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,1,0
2016-10-17,2016,7,Antalyaspor,Caykur Rizespor,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-10-21,2016,8,Gaziantepspor,Kayserispor,1-2,1,2,T1,1,3,-1,A,1-0,1,0,1,1,H,1,0,0,0
2016-10-21,2016,8,Caykur Rizespor,Genclerbirligi,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,0
2016-10-22,2016,8,Galatasaray,Trabzonspor,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2016-10-22,2016,8,Alanyaspor,Bursaspor,0-2,0,2,T1,1,2,-2,A,0-0,0,0,0,0,D,1,0,0,0
2016-10-22,2016,8,Akhisarspor,Adanaspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,1,0
2016-10-23,2016,8,Kardemir Karabukspor,Basaksehir FK,0-2,0,2,T1,1,2,-2,A,0-2,0,2,2,-2,A,1,0,0,0
2016-10-23,2016,8,Osmanlispor FK,Kasimpasa,1-2,1,2,T1,1,3,-1,A,0-0,0,0,0,0,D,1,0,0,0
2016-10-23,2016,8,Besiktas,Antalyaspor,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,1
2016-10-24,2016,8,Konyaspor,Fenerbahce,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2016-10-28,2016,9,Genclerbirligi,Besiktas,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
2016-10-29,2016,9,Bursaspor,Konyaspor,2-0,2,0,T1,1,2,2,H,0-0,0,0,0,0,D,1,0,0,0
2016-10-29,2016,9,Adanaspor,Galatasaray,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2016-10-29,2016,9,Gaziantepspor,Osmanlispor FK,3-1,3,1,T1,1,4,2,H,1-1,1,1,2,0,D,1,0,0,1
2016-10-30,2016,9,Basaksehir FK,Akhisarspor,5-1,5,1,T1,1,6,4,H,4-1,4,1,5,3,H,1,0,0,0
2016-10-30,2016,9,Trabzonspor,Caykur Rizespor,2-2,2,2,T1,1,4,0,D,1-1,1,1,2,0,D,1,0,0,0
2016-10-30,2016,9,Fenerbahce,Kardemir Karabukspor,5-0,5,0,T1,1,5,5,H,2-0,2,0,2,2,H,1,0,0,1
2016-10-31,2016,9,Kasimpasa,Alanyaspor,2-1,2,1,T1,1,3,1,H,2-1,2,1,3,1,H,1,0,0,0
2016-10-31,2016,9,Kayserispor,Antalyaspor,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2016-11-04,2016,10,Galatasaray,Basaksehir FK,1-2,1,2,T1,1,3,-1,A,1-1,1,1,2,0,D,1,0,0,0
2016-11-05,2016,10,Antalyaspor,Genclerbirligi,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
2016-11-05,2016,10,Besiktas,Trabzonspor,2-1,2,1,T1,1,3,1,H,2-1,2,1,3,1,H,1,0,0,0
2016-11-05,2016,10,Kardemir Karabukspor,Bursaspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-11-05,2016,10,Alanyaspor,Gaziantepspor,4-3,4,3,T1,1,7,1,H,1-2,1,2,3,-1,A,1,0,0,0
2016-11-06,2016,10,Caykur Rizespor,Adanaspor,2-2,2,2,T1,1,4,0,D,1-1,1,1,2,0,D,1,0,0,0
2016-11-06,2016,10,Osmanlispor FK,Kayserispor,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-11-06,2016,10,Akhisarspor,Fenerbahce,1-3,1,3,T1,1,4,-2,A,0-1,0,1,1,-1,A,1,0,0,0
2016-11-06,2016,10,Konyaspor,Kasimpasa,2-1,2,1,T1,1,3,1,H,2-0,2,0,2,2,H,1,0,0,0
2016-11-19,2016,11,Gaziantepspor,Konyaspor,0-3,0,3,T1,1,3,-3,A,0-1,0,1,1,-1,A,1,0,0,0
2016-11-19,2016,11,Bursaspor,Akhisarspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-11-19,2016,11,Osmanlispor FK,Alanyaspor,2-0,2,0,T1,1,2,2,H,2-0,2,0,2,2,H,1,0,0,0
2016-11-19,2016,11,Adanaspor,Besiktas,1-2,1,2,T1,1,3,-1,A,0-2,0,2,2,-2,A,1,0,1,0
2016-11-20,2016,11,Kasimpasa,Kardemir Karabukspor,2-2,2,2,T1,1,4,0,D,1-2,1,2,3,-1,A,1,0,0,0
2016-11-20,2016,11,Kayserispor,Genclerbirligi,0-2,0,2,T1,1,2,-2,A,0-0,0,0,0,0,D,1,0,0,0
2016-11-20,2016,11,Fenerbahce,Galatasaray,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
2016-11-21,2016,11,Basaksehir FK,Caykur Rizespor,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,0,0
2016-11-21,2016,11,Trabzonspor,Antalyaspor,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2016-11-25,2016,12,Alanyaspor,Kayserispor,3-0,3,0,T1,1,3,3,H,0-0,0,0,0,0,D,1,0,0,1
2016-11-25,2016,12,Galatasaray,Bursaspor,3-1,3,1,T1,1,4,2,H,1-1,1,1,2,0,D,1,0,0,0
2016-11-26,2016,12,Antalyaspor,Adanaspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
2016-11-26,2016,12,Besiktas,Basaksehir FK,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
2016-11-26,2016,12,Akhisarspor,Kasimpasa,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
2016-11-26,2016,12,Kardemir Karabukspor,Gaziantepspor,2-0,2,0,T1,1,2,2,H,2-0,2,0,2,2,H,1,0,0,1
2016-11-27,2016,12,Genclerbirligi,Trabzonspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,1,0
2016-11-27,2016,12,Caykur Rizespor,Fenerbahce,1-5,1,5,T1,1,6,-4,A,1-3,1,3,4,-2,A,1,0,1,0
2016-11-28,2016,12,Konyaspor,Osmanlispor FK,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,1
2016-12-03,2016,13,Basaksehir FK,Antalyaspor,2-2,2,2,T1,1,4,0,D,1-1,1,1,2,0,D,1,0,1,1
2016-12-03,2016,13,Fenerbahce,Besiktas,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-12-04,2016,13,Alanyaspor,Konyaspor,2-3,2,3,T1,1,5,-1,A,0-2,0,2,2,-2,A,1,0,0,1
2016-12-04,2016,13,Gaziantepspor,Akhisarspor,1-2,1,2,T1,1,3,-1,A,1-0,1,0,1,1,H,1,0,0,0
